Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Croatia,<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication."
Cuba,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,0.01 ,<0.01 , 0.02,,0.01 ,0.01 , 0.02,,0.02 ,0.01 , 0.02,,0.02 ,0.02 , 0.03,,0.03 ,0.02 , 0.03,,0.03 ,0.03 , 0.04,,0.04 ,0.04 , 0.05,,0.05 ,0.04 , 0.06,,0.06 ,0.05 , 0.07,,0.07 ,0.06 , 0.08,,0.09 ,0.07 , 0.10,,0.10 ,0.08 , 0.11,,0.11 ,0.09 , 0.12,,0.12 ,0.10 , 0.13,,0.13 ,0.11 , 0.14,,0.14 ,0.11 , 0.15,,0.14 ,0.12 , 0.16,,0.15 ,0.12 , 0.17,,0.15 ,0.13 , 0.18,,0.16 ,0.13 , 0.18,,0.16 ,0.13 , 0.18,,0.16 ,0.13 , 0.18,,0.16 ,0.13 , 0.18,,0.16 ,0.13 , 0.18,,0.16 ,0.13 , 0.18,,0.16 ,0.13 , 0.18,,0.16 ,0.13 , 0.18,,0.16 ,0.13 , 0.18,
Cyprus,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Czechia,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Côte d'Ivoire,8.82 ,4.26 , 13.74,,9.75 ,4.73 , 14.09,,10.21 ,5.16 , 14.16,,10.27 ,5.46 , 14.14,,9.90 ,5.30 , 13.54,,9.22 ,5.31 , 12.75,,7.79 ,4.66 , 10.62,,7.06 ,4.30 , 9.46,,5.93 ,3.69 , 8.14,,5.07 ,3.24 , 6.69,,4.48 ,2.91 , 5.82,,3.92 ,2.61 , 5.15,,3.40 ,2.24 , 4.33,,3.00 ,2.05 , 3.79,,2.69 ,1.78 , 3.39,,2.39 ,1.60 , 3.09,,2.11 ,1.42 , 2.74,,1.97 ,1.31 , 2.58,,1.75 ,1.19 , 2.25,,1.61 ,1.07 , 2.10,,1.37 ,0.91 , 1.78,,1.22 ,0.79 , 1.58,,1.07 ,0.70 , 1.42,,0.94 ,0.62 , 1.27,,0.85 ,0.54 , 1.16,,0.75 ,0.49 , 1.03,,0.66 ,0.42 , 0.92,,0.55 ,0.34 , 0.79,,0.45 ,0.26 , 0.66,,0.37 ,0.22 , 0.57,,0.31 ,0.18 , 0.49,
Democratic People's Republic of Korea,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Democratic Republic of the Congo,2.58 ,1.51 , 3.50,,2.61 ,1.59 , 3.46,,2.60 ,1.59 , 3.37,,2.52 ,1.55 , 3.25,,2.35 ,1.44 , 3.02,,2.20 ,1.38 , 2.81,,2.03 ,1.27 , 2.60,,1.86 ,1.17 , 2.38,,1.66 ,1.04 , 2.11,,1.55 ,0.97 , 1.94,,1.42 ,0.90 , 1.78,,1.33 ,0.86 , 1.64,,1.24 ,0.80 , 1.54,,1.13 ,0.74 , 1.40,,1.05 ,0.68 , 1.32,,0.99 ,0.65 , 1.26,,0.92 ,0.59 , 1.16,,0.86 ,0.56 , 1.10,,0.81 ,0.53 , 1.04,,0.74 ,0.48 , 0.96,,0.69 ,0.43 , 0.88,,0.64 ,0.39 , 0.82,,0.60 ,0.36 , 0.76,,0.56 ,0.33 , 0.72,,0.52 ,0.30 , 0.68,,0.48 ,0.28 , 0.65,,0.45 ,0.26 , 0.61,,0.40 ,0.23 , 0.58,,0.34 ,0.18 , 0.53,,0.29 ,0.15 , 0.45,,0.23 ,0.11 , 0.37,
Denmark,0.04 ,0.03 , 0.05,"Children estimates were not available at the time of publication.",0.05 ,0.04 , 0.06,"Children estimates were not available at the time of publication.",0.05 ,0.04 , 0.06,"Children estimates were not available at the time of publication.",0.05 ,0.04 , 0.06,"Children estimates were not available at the time of publication.",0.05 ,0.04 , 0.06,"Children estimates were not available at the time of publication.",0.04 ,0.04 , 0.06,"Children estimates were not available at the time of publication.",0.04 ,0.03 , 0.05,"Children estimates were not available at the time of publication.",0.04 ,0.03 , 0.05,"Children estimates were not available at the time of publication.",0.04 ,0.03 , 0.05,"Children estimates were not available at the time of publication.",0.04 ,0.03 , 0.04,"Children estimates were not available at the time of publication.",0.03 ,0.03 , 0.04,"Children estimates were not available at the time of publication.",0.03 ,0.02 , 0.04,"Children estimates were not available at the time of publication.",0.03 ,0.02 , 0.04,"Children estimates were not available at the time of publication.",0.03 ,0.02 , 0.04,"Children estimates were not available at the time of publication.",0.03 ,0.02 , 0.04,"Children estimates were not available at the time of publication.",0.03 ,0.02 , 0.04,"Children estimates were not available at the time of publication.",0.03 ,0.02 , 0.04,"Children estimates were not available at the time of publication.",0.03 ,0.02 , 0.04,"Children estimates were not available at the time of publication.",0.03 ,0.02 , 0.04,"Children estimates were not available at the time of publication.",0.03 ,0.02 , 0.04,"Children estimates were not available at the time of publication.",0.03 ,0.02 , 0.04,"Children estimates were not available at the time of publication.",0.03 ,0.02 , 0.04,"Children estimates were not available at the time of publication.",0.03 ,0.02 , 0.04,"Children estimates were not available at the time of publication.",0.03 ,0.02 , 0.04,"Children estimates were not available at the time of publication.",0.03 ,0.02 , 0.04,"Children estimates were not available at the time of publication.",0.03 ,0.02 , 0.04,"Children estimates were not available at the time of publication.",0.02 ,0.02 , 0.04,"Children estimates were not available at the time of publication.",0.02 ,0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.03,"Children estimates were not available at the time of publication."
Djibouti,0.34 ,0.04 , 1.77,,0.63 ,0.07 , 2.77,,1.07 ,0.15 , 3.95,,1.74 ,0.28 , 5.65,,2.69 ,0.53 , 7.80,,3.91 ,0.93 , 10.56,,4.99 ,1.12 , 10.62,,5.90 ,1.87 , 10.35,,5.83 ,2.43 , 10.16,,4.63 ,1.58 , 9.88,,3.58 ,1.06 , 9.35,,2.51 ,0.80 , 8.56,,1.95 ,0.69 , 7.77,,1.10 ,0.43 , 2.95,,0.86 ,0.35 , 1.62,,0.72 ,0.30 , 1.30,,0.63 ,0.28 , 1.07,,0.59 ,0.27 , 1.04,,0.50 ,0.22 , 0.89,,0.45 ,0.20 , 0.80,,0.40 ,0.17 , 0.73,,0.36 ,0.15 , 0.64,,0.32 ,0.13 , 0.56,,0.28 ,0.11 , 0.50,,0.25 ,0.10 , 0.44,,0.21 ,0.08 , 0.38,,0.19 ,0.07 , 0.34,,0.16 ,0.06 , 0.31,,0.14 ,0.05 , 0.28,,0.13 ,0.04 , 0.25,,0.12 ,0.04 , 0.24,
Dominican Republic,0.84 ,0.61 , 1.35,,1.03 ,0.77 , 1.57,,1.21 ,0.88 , 1.76,,1.35 ,0.97 , 1.90,,1.33 ,0.96 , 1.88,,1.29 ,0.93 , 1.84,,1.23 ,0.88 , 1.73,,1.18 ,0.82 , 1.68,,1.09 ,0.76 , 1.56,,0.98 ,0.68 , 1.42,,0.85 ,0.59 , 1.23,,0.73 ,0.50 , 1.04,,0.63 ,0.44 , 0.95,,0.55 ,0.37 , 0.83,,0.47 ,0.31 , 0.73,,0.42 ,0.28 , 0.68,,0.37 ,0.25 , 0.59,,0.32 ,0.22 , 0.51,,0.32 ,0.22 , 0.49,,0.30 ,0.21 , 0.44,,0.29 ,0.21 , 0.42,,0.29 ,0.20 , 0.40,,0.28 ,0.20 , 0.38,,0.28 ,0.20 , 0.38,,0.28 ,0.19 , 0.37,,0.28 ,0.18 , 0.37,,0.27 ,0.17 , 0.38,,0.27 ,0.17 , 0.38,,0.27 ,0.15 , 0.37,,0.26 ,0.15 , 0.36,,0.26 ,0.15 , 0.37,
Ecuador,0.08 ,0.01 , 0.34,,0.09 ,0.02 , 0.41,,0.10 ,0.03 , 0.34,,0.11 ,0.04 , 0.32,,0.12 ,0.06 , 0.31,,0.13 ,0.07 , 0.31,,0.13 ,0.07 , 0.30,,0.13 ,0.08 , 0.31,,0.14 ,0.08 , 0.28,,0.14 ,0.09 , 0.27,,0.14 ,0.10 , 0.24,,0.14 ,0.09 , 0.23,,0.15 ,0.09 , 0.24,,0.15 ,0.10 , 0.25,,0.15 ,0.10 , 0.27,,0.14 ,0.09 , 0.27,,0.12 ,0.07 , 0.21,,0.12 ,0.07 , 0.21,,0.11 ,0.07 , 0.20,,0.11 ,0.07 , 0.19,,0.12 ,0.07 , 0.19,,0.11 ,0.07 , 0.19,,0.11 ,0.06 , 0.18,,0.11 ,0.07 , 0.18,,0.11 ,0.06 , 0.18,,0.11 ,0.06 , 0.17,,0.10 ,0.06 , 0.17,,0.10 ,0.06 , 0.17,,0.09 ,0.05 , 0.17,,0.09 ,0.05 , 0.16,,0.08 ,0.04 , 0.17,
Egypt,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,0.01 ,<0.01 , 0.01,,0.01 ,0.01 , 0.02,,0.01 ,0.01 , 0.02,,0.02 ,0.01 , 0.02,,0.02 ,0.01 , 0.02,,0.02 ,0.02 , 0.02,,0.02 ,0.02 , 0.03,,0.03 ,0.02 , 0.03,,0.03 ,0.02 , 0.03,,0.03 ,0.03 , 0.04,,0.03 ,0.03 , 0.04,,0.04 ,0.03 , 0.04,,0.04 ,0.03 , 0.05,
El Salvador,0.06 ,0.04 , 0.08,,0.08 ,0.06 , 0.11,,0.11 ,0.09 , 0.14,,0.14 ,0.12 , 0.17,,0.18 ,0.14 , 0.21,,0.20 ,0.17 , 0.24,,0.23 ,0.19 , 0.27,,0.25 ,0.21 , 0.28,,0.26 ,0.22 , 0.30,,0.27 ,0.23 , 0.31,,0.28 ,0.24 , 0.31,,0.28 ,0.24 , 0.31,,0.28 ,0.24 , 0.31,,0.28 ,0.24 , 0.31,,0.27 ,0.23 , 0.31,,0.27 ,0.23 , 0.31,,0.26 ,0.22 , 0.30,,0.25 ,0.21 , 0.28,,0.24 ,0.20 , 0.27,,0.23 ,0.19 , 0.26,,0.22 ,0.18 , 0.25,,0.20 ,0.17 , 0.23,,0.19 ,0.16 , 0.22,,0.18 ,0.15 , 0.21,,0.17 ,0.14 , 0.20,,0.16 ,0.13 , 0.18,,0.15 ,0.12 , 0.17,,0.14 ,0.11 , 0.16,,0.12 ,0.10 , 0.15,,0.11 ,0.08 , 0.14,,0.10 ,0.07 , 0.14,
Equatorial Guinea,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Eritrea,2.16 ,0.94 , 3.94,,2.53 ,1.18 , 4.33,,2.66 ,1.29 , 4.30,,2.83 ,1.47 , 4.39,,2.73 ,1.45 , 4.00,,2.54 ,1.36 , 3.67,,2.24 ,1.23 , 3.28,,1.90 ,1.04 , 2.78,,1.62 ,0.91 , 2.40,,1.23 ,0.73 , 1.83,,0.97 ,0.57 , 1.38,,0.84 ,0.48 , 1.21,,0.73 ,0.43 , 1.08,,0.65 ,0.38 , 0.97,,0.58 ,0.32 , 0.89,,0.52 ,0.28 , 0.81,,0.46 ,0.25 , 0.74,,0.41 ,0.23 , 0.67,,0.38 ,0.20 , 0.61,,0.34 ,0.18 , 0.56,,0.31 ,0.16 , 0.51,,0.28 ,0.14 , 0.47,,0.25 ,0.12 , 0.42,,0.22 ,0.10 , 0.38,,0.19 ,0.08 , 0.35,,0.17 ,0.07 , 0.32,,0.15 ,0.06 , 0.27,,0.13 ,0.06 , 0.25,,0.12 ,0.05 , 0.24,,0.11 ,0.05 , 0.23,,0.10 ,0.04 , 0.21,
Estonia,<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",0.19 ,0.10 , 0.28,"Children estimates were not available at the time of publication.",0.69 ,0.56 , 0.86,"Children estimates were not available at the time of publication.",0.57 ,0.46 , 0.67,"Children estimates were not available at the time of publication.",0.47 ,0.38 , 0.55,"Children estimates were not available at the time of publication.",0.40 ,0.31 , 0.47,"Children estimates were not available at the time of publication.",0.34 ,0.26 , 0.41,"Children estimates were not available at the time of publication.",0.29 ,0.23 , 0.36,"Children estimates were not available at the time of publication.",0.26 ,0.20 , 0.32,"Children estimates were not available at the time of publication.",0.24 ,0.19 , 0.29,"Children estimates were not available at the time of publication.",0.22 ,0.18 , 0.26,"Children estimates were not available at the time of publication.",0.20 ,0.17 , 0.25,"Children estimates were not available at the time of publication.",0.19 ,0.16 , 0.23,"Children estimates were not available at the time of publication.",0.18 ,0.15 , 0.22,"Children estimates were not available at the time of publication.",0.17 ,0.14 , 0.21,"Children estimates were not available at the time of publication.",0.16 ,0.13 , 0.20,"Children estimates were not available at the time of publication.",0.15 ,0.12 , 0.20,"Children estimates were not available at the time of publication.",0.15 ,0.11 , 0.19,"Children estimates were not available at the time of publication.",0.14 ,0.11 , 0.19,"Children estimates were not available at the time of publication.",0.14 ,0.10 , 0.19,"Children estimates were not available at the time of publication.",0.14 ,0.10 , 0.19,"Children estimates were not available at the time of publication.",0.13 ,0.09 , 0.19,"Children estimates were not available at the time of publication."
Eswatini,6.38 ,3.10 , 9.49,,11.84 ,5.76 , 17.18,,19.97 ,9.55 , 29.15,,30.07 ,14.46 , 43.01,,39.15 ,20.40 , 52.59,,45.09 ,24.27 , 58.24,,47.11 ,25.36 , 59.00,,45.91 ,25.03 , 57.16,,43.60 ,24.25 , 54.75,,40.45 ,22.88 , 50.49,,37.71 ,21.04 , 46.90,,35.95 ,20.58 , 44.67,,34.54 ,20.84 , 43.53,,33.42 ,20.65 , 41.89,,33.04 ,20.70 , 41.25,,32.69 ,20.99 , 40.60,,32.28 ,20.93 , 39.65,,31.62 ,20.06 , 38.83,,28.69 ,17.83 , 35.46,,25.70 ,16.63 , 31.89,,22.46 ,14.80 , 27.71,,18.57 ,12.29 , 22.96,,19.79 ,12.94 , 24.38,,20.91 ,13.79 , 25.20,,21.25 ,13.78 , 25.61,,20.00 ,12.67 , 23.84,,18.21 ,11.34 , 21.65,,15.79 ,10.26 , 18.97,,12.69 ,8.12 , 15.63,,11.30 ,7.16 , 14.07,,9.71 ,5.85 , 12.23,
Ethiopia,4.33 ,1.99 , 8.40,,4.71 ,2.17 , 9.13,,4.80 ,2.21 , 9.31,,4.57 ,2.10 , 8.85,,4.09 ,1.88 , 7.92,,3.50 ,1.61 , 6.78,,2.86 ,1.31 , 5.54,,2.44 ,1.12 , 4.74,,2.00 ,0.92 , 3.88,,1.77 ,0.81 , 3.43,,1.56 ,0.72 , 3.03,,1.32 ,0.61 , 2.55,,1.14 ,0.52 , 2.21,,1.00 ,0.46 , 1.95,,0.90 ,0.42 , 1.75,,0.84 ,0.39 , 1.62,,0.74 ,0.34 , 1.44,,0.67 ,0.31 , 1.29,,0.58 ,0.27 , 1.12,,0.53 ,0.24 , 1.03,,0.47 ,0.22 , 0.92,,0.43 ,0.20 , 0.83,,0.39 ,0.18 , 0.75,,0.33 ,0.15 , 0.64,,0.31 ,0.14 , 0.60,,0.28 ,0.13 , 0.55,,0.25 ,0.12 , 0.49,,0.22 ,0.10 , 0.43,,0.20 ,0.09 , 0.40,,0.19 ,0.09 , 0.36,,0.17 ,0.08 , 0.33,
Fiji,<0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.01,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.03,,0.01 ,<0.01 , 0.04,,0.01 ,<0.01 , 0.06,,0.02 ,<0.01 , 0.09,,0.02 ,0.01 , 0.12,,0.02 ,0.01 , 0.12,,0.02 ,0.01 , 0.16,,0.02 ,0.01 , 0.17,,0.02 ,0.02 , 0.14,,0.03 ,0.02 , 0.15,,0.03 ,0.02 , 0.14,,0.04 ,0.03 , 0.10,,0.04 ,0.03 , 0.07,,0.05 ,0.03 , 0.07,,0.05 ,0.03 , 0.08,,0.05 ,0.04 , 0.09,,0.06 ,0.04 , 0.10,,0.06 ,0.04 , 0.12,,0.07 ,0.04 , 0.13,,0.07 ,0.05 , 0.15,,0.08 ,0.05 , 0.16,,0.08 ,0.05 , 0.18,,0.09 ,0.05 , 0.20,,0.10 ,0.05 , 0.22,,0.11 ,0.05 , 0.24,,0.11 ,0.05 , 0.26,,0.12 ,0.05 , 0.29,,0.13 ,0.05 , 0.31,
Finland,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
