Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Cuba,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.03,,0.02 ,<0.01 , 0.03,,0.02 ,<0.01 , 0.04,,0.03 ,0.01 , 0.05,,0.03 ,0.01 , 0.06,,0.03 ,0.01 , 0.06,,0.04 ,0.01 , 0.07,,0.04 ,0.02 , 0.07,,0.04 ,0.02 , 0.08,,0.04 ,0.02 , 0.08,,0.05 ,0.02 , 0.08,,0.05 ,0.02 , 0.08,,0.05 ,0.02 , 0.09,,0.05 ,0.02 , 0.09,,0.06 ,0.02 , 0.09,,0.06 ,0.02 , 0.09,,0.06 ,0.02 , 0.09,,0.06 ,0.02 , 0.09,,0.06 ,0.02 , 0.09,,0.06 ,0.02 , 0.09,,0.06 ,0.02 , 0.09,,0.05 ,0.02 , 0.09,
Cyprus,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Czechia,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Côte d'Ivoire,7.39 ,3.72 , 13.57,,8.18 ,4.22 , 15.08,,8.52 ,4.52 , 16.58,,8.51 ,4.67 , 16.37,,8.16 ,4.56 , 16.04,,7.54 ,4.16 , 14.76,,6.37 ,3.57 , 12.51,,5.77 ,3.22 , 11.95,,4.84 ,2.76 , 9.83,,4.13 ,2.37 , 8.47,,3.65 ,2.14 , 7.45,,3.20 ,1.88 , 6.31,,2.77 ,1.63 , 5.58,,2.44 ,1.42 , 5.01,,2.18 ,1.24 , 4.59,,1.94 ,1.11 , 4.08,,1.71 ,0.97 , 3.61,,1.59 ,0.88 , 3.35,,1.40 ,0.79 , 2.99,,1.29 ,0.71 , 2.74,,1.10 ,0.59 , 2.36,,0.96 ,0.51 , 2.03,,0.83 ,0.44 , 1.77,,0.72 ,0.37 , 1.54,,0.64 ,0.33 , 1.36,,0.56 ,0.28 , 1.22,,0.49 ,0.25 , 1.11,,0.40 ,0.20 , 0.91,,0.32 ,0.16 , 0.78,,0.26 ,0.12 , 0.62,,0.22 ,0.10 , 0.54,
Democratic People's Republic of Korea,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Democratic Republic of the Congo,0.89 ,0.39 , 1.87,,0.91 ,0.40 , 1.89,,0.90 ,0.39 , 1.91,,0.87 ,0.38 , 1.84,,0.80 ,0.36 , 1.71,,0.75 ,0.33 , 1.57,,0.69 ,0.30 , 1.46,,0.63 ,0.28 , 1.34,,0.56 ,0.25 , 1.18,,0.52 ,0.23 , 1.09,,0.48 ,0.21 , 1.00,,0.45 ,0.20 , 0.93,,0.41 ,0.19 , 0.87,,0.38 ,0.17 , 0.78,,0.35 ,0.15 , 0.73,,0.33 ,0.14 , 0.69,,0.30 ,0.13 , 0.64,,0.28 ,0.12 , 0.60,,0.27 ,0.12 , 0.57,,0.24 ,0.10 , 0.52,,0.23 ,0.10 , 0.48,,0.21 ,0.09 , 0.43,,0.20 ,0.09 , 0.41,,0.18 ,0.08 , 0.37,,0.17 ,0.07 , 0.34,,0.16 ,0.07 , 0.32,,0.15 ,0.06 , 0.31,,0.13 ,0.05 , 0.28,,0.11 ,0.04 , 0.25,,0.09 ,0.04 , 0.22,,0.07 ,0.03 , 0.19,
Denmark,0.01 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.03,"Children estimates were not available at the time of publication.",0.02 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.02,"Children estimates were not available at the time of publication."
Djibouti,0.16 ,0.02 , 0.85,,0.28 ,0.04 , 1.40,,0.46 ,0.07 , 2.10,,0.74 ,0.12 , 3.01,,1.15 ,0.19 , 4.42,,1.66 ,0.33 , 5.35,,2.11 ,0.52 , 5.28,,2.48 ,0.86 , 6.15,,2.46 ,0.90 , 6.10,,1.95 ,0.58 , 5.22,,1.50 ,0.41 , 5.38,,1.05 ,0.30 , 4.84,,0.82 ,0.25 , 3.80,,0.46 ,0.17 , 1.65,,0.36 ,0.15 , 1.02,,0.30 ,0.13 , 0.77,,0.26 ,0.09 , 0.69,,0.25 ,0.09 , 0.67,,0.22 ,0.08 , 0.59,,0.19 ,0.07 , 0.51,,0.17 ,0.06 , 0.47,,0.16 ,0.06 , 0.43,,0.13 ,0.05 , 0.39,,0.12 ,0.04 , 0.37,,0.10 ,0.03 , 0.32,,0.09 ,0.03 , 0.27,,0.08 ,0.02 , 0.22,,0.07 ,0.02 , 0.19,,0.06 ,0.01 , 0.17,,0.05 ,0.01 , 0.14,,0.05 ,0.01 , 0.13,
Dominican Republic,0.37 ,0.11 , 0.78,,0.45 ,0.13 , 0.88,,0.52 ,0.15 , 1.02,,0.56 ,0.17 , 1.08,,0.54 ,0.15 , 1.02,,0.52 ,0.16 , 0.98,,0.49 ,0.15 , 0.93,,0.46 ,0.15 , 0.88,,0.42 ,0.14 , 0.80,,0.38 ,0.13 , 0.71,,0.33 ,0.11 , 0.62,,0.28 ,0.10 , 0.55,,0.24 ,0.09 , 0.49,,0.21 ,0.07 , 0.43,,0.18 ,0.07 , 0.38,,0.17 ,0.06 , 0.35,,0.15 ,0.05 , 0.30,,0.13 ,0.05 , 0.27,,0.13 ,0.05 , 0.28,,0.12 ,0.05 , 0.25,,0.12 ,0.05 , 0.24,,0.11 ,0.04 , 0.24,,0.11 ,0.04 , 0.23,,0.11 ,0.04 , 0.23,,0.11 ,0.04 , 0.23,,0.11 ,0.04 , 0.23,,0.11 ,0.04 , 0.22,,0.11 ,0.04 , 0.22,,0.10 ,0.04 , 0.21,,0.10 ,0.04 , 0.21,,0.10 ,0.04 , 0.20,
Ecuador,0.04 ,<0.01 , 0.19,,0.05 ,<0.01 , 0.23,,0.05 ,<0.01 , 0.23,,0.06 ,0.01 , 0.21,,0.06 ,0.01 , 0.19,,0.06 ,0.01 , 0.18,,0.06 ,0.01 , 0.18,,0.06 ,0.02 , 0.19,,0.07 ,0.01 , 0.17,,0.07 ,0.02 , 0.15,,0.07 ,0.02 , 0.14,,0.07 ,0.02 , 0.15,,0.07 ,0.02 , 0.15,,0.07 ,0.02 , 0.15,,0.07 ,0.02 , 0.16,,0.07 ,0.02 , 0.15,,0.06 ,0.01 , 0.13,,0.06 ,0.01 , 0.13,,0.05 ,0.01 , 0.13,,0.05 ,0.01 , 0.12,,0.05 ,0.01 , 0.13,,0.05 ,0.01 , 0.12,,0.05 ,0.01 , 0.12,,0.05 ,0.01 , 0.11,,0.05 ,0.01 , 0.11,,0.05 ,0.01 , 0.11,,0.05 ,0.01 , 0.11,,0.04 ,<0.01 , 0.10,,0.04 ,<0.01 , 0.10,,0.04 ,<0.01 , 0.09,,0.04 ,<0.01 , 0.09,
Egypt,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,
El Salvador,0.03 ,<0.01 , 0.05,,0.04 ,0.01 , 0.06,,0.05 ,0.02 , 0.09,,0.06 ,0.02 , 0.11,,0.07 ,0.02 , 0.13,,0.08 ,0.03 , 0.15,,0.09 ,0.03 , 0.16,,0.10 ,0.03 , 0.18,,0.10 ,0.04 , 0.19,,0.10 ,0.04 , 0.19,,0.10 ,0.04 , 0.19,,0.10 ,0.04 , 0.19,,0.10 ,0.04 , 0.19,,0.10 ,0.04 , 0.19,,0.10 ,0.04 , 0.18,,0.10 ,0.04 , 0.18,,0.09 ,0.04 , 0.17,,0.09 ,0.04 , 0.17,,0.09 ,0.04 , 0.16,,0.08 ,0.03 , 0.15,,0.08 ,0.03 , 0.14,,0.07 ,0.03 , 0.13,,0.07 ,0.03 , 0.12,,0.07 ,0.03 , 0.11,,0.06 ,0.02 , 0.11,,0.06 ,0.02 , 0.10,,0.05 ,0.02 , 0.09,,0.05 ,0.02 , 0.08,,0.04 ,0.02 , 0.08,,0.04 ,0.02 , 0.07,,0.03 ,0.01 , 0.06,
Equatorial Guinea,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Eritrea,0.76 ,0.29 , 1.95,,0.91 ,0.37 , 2.17,,0.96 ,0.40 , 2.22,,1.01 ,0.42 , 2.27,,0.98 ,0.40 , 2.05,,0.90 ,0.39 , 1.98,,0.79 ,0.34 , 1.69,,0.67 ,0.27 , 1.45,,0.56 ,0.22 , 1.29,,0.42 ,0.16 , 1.06,,0.32 ,0.13 , 0.86,,0.27 ,0.11 , 0.72,,0.23 ,0.09 , 0.58,,0.20 ,0.08 , 0.49,,0.18 ,0.07 , 0.43,,0.16 ,0.06 , 0.37,,0.14 ,0.05 , 0.36,,0.13 ,0.05 , 0.32,,0.11 ,0.04 , 0.29,,0.10 ,0.04 , 0.27,,0.09 ,0.03 , 0.26,,0.08 ,0.03 , 0.23,,0.07 ,0.02 , 0.20,,0.06 ,0.02 , 0.18,,0.05 ,0.02 , 0.15,,0.04 ,0.01 , 0.12,,0.04 ,0.01 , 0.11,,0.04 ,0.01 , 0.10,,0.03 ,0.01 , 0.09,,0.03 ,<0.01 , 0.09,,0.03 ,<0.01 , 0.08,
Estonia,<0.01,,,"Children estimates were not available at the time of publication.",<0.01,,,"Children estimates were not available at the time of publication.",<0.01,,,"Children estimates were not available at the time of publication.",<0.01,,,"Children estimates were not available at the time of publication.",<0.01,,,"Children estimates were not available at the time of publication.",<0.01,,,"Children estimates were not available at the time of publication.",<0.01,,,"Children estimates were not available at the time of publication.",<0.01,,,"Children estimates were not available at the time of publication.",<0.01,,,"Children estimates were not available at the time of publication.",<0.01,,,"Children estimates were not available at the time of publication.",0.06 ,0.02 , 0.12,"Children estimates were not available at the time of publication.",0.23 ,0.07 , 0.37,"Children estimates were not available at the time of publication.",0.19 ,0.06 , 0.31,"Children estimates were not available at the time of publication.",0.15 ,0.05 , 0.26,"Children estimates were not available at the time of publication.",0.13 ,0.04 , 0.22,"Children estimates were not available at the time of publication.",0.11 ,0.03 , 0.18,"Children estimates were not available at the time of publication.",0.09 ,0.03 , 0.16,"Children estimates were not available at the time of publication.",0.08 ,0.03 , 0.14,"Children estimates were not available at the time of publication.",0.07 ,0.02 , 0.12,"Children estimates were not available at the time of publication.",0.06 ,0.02 , 0.11,"Children estimates were not available at the time of publication.",0.06 ,0.02 , 0.10,"Children estimates were not available at the time of publication.",0.06 ,0.02 , 0.09,"Children estimates were not available at the time of publication.",0.05 ,0.02 , 0.09,"Children estimates were not available at the time of publication.",0.05 ,0.01 , 0.08,"Children estimates were not available at the time of publication.",0.05 ,0.01 , 0.08,"Children estimates were not available at the time of publication.",0.04 ,0.01 , 0.08,"Children estimates were not available at the time of publication.",0.04 ,0.01 , 0.08,"Children estimates were not available at the time of publication.",0.04 ,0.01 , 0.07,"Children estimates were not available at the time of publication.",0.04 ,0.01 , 0.07,"Children estimates were not available at the time of publication.",0.04 ,0.01 , 0.07,"Children estimates were not available at the time of publication.",0.04 ,<0.01 , 0.07,"Children estimates were not available at the time of publication."
Eswatini,1.79 ,0.64 , 3.95,,3.25 ,1.18 , 6.74,,5.36 ,1.90 , 10.59,,7.90 ,2.92 , 15.37,,10.08 ,3.87 , 18.63,,11.44 ,4.61 , 20.36,,11.98 ,5.01 , 20.71,,11.64 ,4.96 , 20.28,,11.02 ,4.78 , 19.15,,10.19 ,4.43 , 17.68,,9.46 ,4.17 , 16.08,,8.91 ,3.95 , 15.01,,8.43 ,3.75 , 14.25,,8.01 ,3.59 , 13.26,,7.78 ,3.53 , 12.61,,7.57 ,3.46 , 12.06,,7.35 ,3.41 , 11.55,,7.11 ,3.35 , 11.03,,9.19 ,4.62 , 13.72,,11.19 ,6.08 , 16.32,,13.10 ,7.52 , 18.56,,14.30 ,8.68 , 20.04,,12.78 ,7.59 , 17.75,,11.29 ,6.55 , 15.30,,9.58 ,5.39 , 13.07,,7.55 ,4.22 , 10.44,,5.79 ,3.14 , 8.17,,4.19 ,2.17 , 5.98,,3.33 ,1.66 , 4.88,,2.93 ,1.44 , 4.36,,2.46 ,1.26 , 3.68,
Ethiopia,1.80 ,0.55 , 5.24,,2.02 ,0.61 , 5.87,,2.09 ,0.63 , 6.06,,1.98 ,0.60 , 5.75,,1.75 ,0.53 , 5.08,,1.45 ,0.44 , 4.21,,1.17 ,0.35 , 3.38,,0.96 ,0.29 , 2.78,,0.78 ,0.24 , 2.26,,0.67 ,0.20 , 1.95,,0.60 ,0.18 , 1.75,,0.49 ,0.15 , 1.42,,0.43 ,0.13 , 1.24,,0.38 ,0.12 , 1.10,,0.34 ,0.10 , 1.00,,0.31 ,0.10 , 0.91,,0.28 ,0.08 , 0.81,,0.24 ,0.07 , 0.71,,0.21 ,0.06 , 0.61,,0.19 ,0.06 , 0.55,,0.17 ,0.05 , 0.49,,0.15 ,0.05 , 0.44,,0.13 ,0.04 , 0.39,,0.11 ,0.03 , 0.33,,0.10 ,0.03 , 0.30,,0.09 ,0.03 , 0.27,,0.08 ,0.02 , 0.24,,0.07 ,0.02 , 0.21,,0.06 ,0.02 , 0.19,,0.06 ,0.02 , 0.17,,0.05 ,0.02 , 0.15,
Fiji,<0.01,,,,<0.01,,,,<0.01,,,,<0.01,,,,<0.01,,,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.05,,0.01 ,<0.01 , 0.05,,0.01 ,<0.01 , 0.07,,0.01 ,<0.01 , 0.08,,0.01 ,<0.01 , 0.08,,0.01 ,<0.01 , 0.08,,<0.01 ,<0.01 , 0.07,,0.02 ,<0.01 , 0.06,,0.02 ,<0.01 , 0.05,,0.02 ,<0.01 , 0.03,,0.03 ,<0.01 , 0.04,,0.02 ,<0.01 , 0.05,,0.02 ,<0.01 , 0.05,,0.03 ,<0.01 , 0.06,,0.03 ,0.01 , 0.06,,0.04 ,0.01 , 0.07,,0.03 ,0.01 , 0.08,,0.03 ,0.01 , 0.09,,0.04 ,0.01 , 0.10,,0.04 ,0.01 , 0.11,,0.04 ,0.01 , 0.12,,0.05 ,0.01 , 0.13,,0.05 ,0.01 , 0.13,,0.05 ,0.01 , 0.14,,0.05 ,0.01 , 0.15,
Finland,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
France,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Gabon,1.03 ,0.36 , 2.51,,1.33 ,0.47 , 3.45,,1.65 ,0.59 , 4.23,,1.96 ,0.73 , 4.68,,2.29 ,0.92 , 5.57,,2.56 ,1.06 , 6.11,,2.68 ,1.11 , 6.31,,2.53 ,0.99 , 5.71,,2.37 ,0.95 , 5.29,,2.07 ,0.84 , 4.56,,1.79 ,0.75 , 3.82,,1.52 ,0.63 , 3.27,,1.35 ,0.59 , 2.94,,1.13 ,0.50 , 2.45,,1.01 ,0.44 , 2.19,,0.96 ,0.43 , 2.05,,0.82 ,0.36 , 1.72,,0.76 ,0.34 , 1.57,,0.71 ,0.32 , 1.50,,0.72 ,0.32 , 1.56,,0.61 ,0.27 , 1.37,,0.56 ,0.25 , 1.26,,0.51 ,0.22 , 1.22,,0.45 ,0.19 , 1.05,,0.39 ,0.17 , 0.95,,0.35 ,0.15 , 0.87,,0.30 ,0.12 , 0.76,,0.25 ,0.10 , 0.65,,0.21 ,0.08 , 0.59,,0.19 ,0.07 , 0.54,,0.20 ,0.07 , 0.56,
